scenario_id,SEASON,NAME,node_id,node_name,node_type,p_is_uncalibrated,p_is_calibrated,disrupted,scenario_weight
2000222N28286,2000,UNNAMED,N11,Charleston,Port,0.005672608232751486,0.0006607681223872719,0,0.0021551724137931034
2000222N28286,2000,UNNAMED,N12,Corpus Christi,Port,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000222N28286,2000,UNNAMED,N13,Baton Rouge,Warehouse,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000222N28286,2000,UNNAMED,N14,Charlotte,Warehouse,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000227N23267,2000,BERYL,N1,Houston,Port,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N2,New Orleans,Port,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N3,Miami,Market,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N4,Orlando,Warehouse,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N5,Atlanta,Warehouse,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N6,Dallas,Supplier,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N7,Tampa,Market,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N8,Jacksonville,Port,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N9,Mobile,Port,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N10,Savannah,Port,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N11,Charleston,Port,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N12,Corpus Christi,Port,0.0034003268160788225,0.0002891802200827758,0,0.0021551724137931034
2000227N23267,2000,BERYL,N13,Baton Rouge,Warehouse,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000227N23267,2000,BERYL,N14,Charlotte,Warehouse,0.0015394869723288226,0.00010389966142071544,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N1,Houston,Port,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N2,New Orleans,Port,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N3,Miami,Market,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N4,Orlando,Warehouse,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N5,Atlanta,Warehouse,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N6,Dallas,Supplier,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N7,Tampa,Market,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N8,Jacksonville,Port,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N9,Mobile,Port,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N10,Savannah,Port,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N11,Charleston,Port,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N12,Corpus Christi,Port,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N13,Baton Rouge,Warehouse,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000231N14308,2000,CHRIS,N14,Charlotte,Warehouse,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N1,Houston,Port,0.0037815640283218577,0.00022284815904732784,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N2,New Orleans,Port,0.0037815640283218577,0.00022284815904732784,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N3,Miami,Market,0.0057644908575901505,0.00040566732020987757,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N4,Orlando,Warehouse,0.007222910599591915,0.0005592122116980084,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N5,Atlanta,Warehouse,0.007222910599591915,0.0005592122116980084,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N6,Dallas,Supplier,0.003549914383561644,0.00020372109491658354,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N7,Tampa,Market,0.0057644908575901505,0.00040566732020987757,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N8,Jacksonville,Port,0.0037815640283218577,0.00022284815904732784,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N9,Mobile,Port,0.0037815640283218577,0.00022284815904732784,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N10,Savannah,Port,0.0037815640283218577,0.00022284815904732784,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N11,Charleston,Port,0.0037815640283218577,0.00022284815904732784,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N12,Corpus Christi,Port,0.0037815640283218577,0.00022284815904732784,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N13,Baton Rouge,Warehouse,0.007222910599591915,0.0005592122116980084,0,0.0021551724137931034
2000233N12316,2000,DEBBY,N14,Charlotte,Warehouse,0.007222910599591915,0.0005592122116980084,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N1,Houston,Port,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N2,New Orleans,Port,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N3,Miami,Market,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N4,Orlando,Warehouse,0.0,5.542405215970189e-08,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N5,Atlanta,Warehouse,0.0,5.542405215970189e-08,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N6,Dallas,Supplier,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N7,Tampa,Market,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N8,Jacksonville,Port,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N9,Mobile,Port,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N10,Savannah,Port,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N11,Charleston,Port,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N12,Corpus Christi,Port,0.0015728559533721895,0.0001985646221030682,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N13,Baton Rouge,Warehouse,0.0,5.542405215970189e-08,0,0.0021551724137931034
2000246N15315,2000,ERNESTO,N14,Charlotte,Warehouse,0.0,5.542405215970189e-08,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N1,Houston,Port,0.07212685117611516,0.024101032699644594,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N2,New Orleans,Port,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N3,Miami,Market,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N4,Orlando,Warehouse,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N5,Atlanta,Warehouse,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N6,Dallas,Supplier,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N7,Tampa,Market,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N8,Jacksonville,Port,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N9,Mobile,Port,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N10,Savannah,Port,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N11,Charleston,Port,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N12,Corpus Christi,Port,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N13,Baton Rouge,Warehouse,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000253N28267,2000,UNNAMED,N14,Charlotte,Warehouse,0.0,4.110636932918752e-09,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N1,Houston,Port,0.001667468825202363,0.00011518197516804074,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N2,New Orleans,Port,0.001667468825202363,0.00011518197516804074,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N3,Miami,Market,0.0037297049969667495,0.00032590766456232694,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N4,Orlando,Warehouse,0.007355548209043689,0.0007854241036551201,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N5,Atlanta,Warehouse,0.005536889177786233,0.0005434902682268645,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N6,Dallas,Supplier,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N7,Tampa,Market,0.0037297049969667495,0.00032590766456232694,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N8,Jacksonville,Port,0.001667468825202363,0.00011518197516804074,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N9,Mobile,Port,0.001667468825202363,0.00011518197516804074,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N10,Savannah,Port,0.001667468825202363,0.00011518197516804074,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N11,Charleston,Port,0.001667468825202363,0.00011518197516804074,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N12,Corpus Christi,Port,0.001667468825202363,0.00011518197516804074,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N13,Baton Rouge,Warehouse,0.005536889177786233,0.0005434902682268645,0,0.0021551724137931034
2000255N31289,2000,FLORENCE,N14,Charlotte,Warehouse,0.005536889177786233,0.0005434902682268645,0,0.0021551724137931034
2000259N20273,2000,GORDON,N1,Houston,Port,0.0019643318686999225,2.115914023274599e-05,0,0.0021551724137931034
2000259N20273,2000,GORDON,N2,New Orleans,Port,0.0019643318686999225,2.115914023274599e-05,0,0.0021551724137931034
2000259N20273,2000,GORDON,N3,Miami,Market,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000259N20273,2000,GORDON,N4,Orlando,Warehouse,0.45688359128746947,0.5024328658036482,1,0.0021551724137931034
2000259N20273,2000,GORDON,N5,Atlanta,Warehouse,0.003648610669578478,6.382943308399219e-05,0,0.0021551724137931034
2000259N20273,2000,GORDON,N6,Dallas,Supplier,0.0,2.932938008986585e-11,0,0.0021551724137931034
2000259N20273,2000,GORDON,N7,Tampa,Market,0.7728938585022757,0.9238096849989719,1,0.0021551724137931034
2000259N20273,2000,GORDON,N8,Jacksonville,Port,0.8387857050938403,0.9626803203546959,1,0.0021551724137931034
2000259N20273,2000,GORDON,N9,Mobile,Port,0.003948320730516839,7.34889036275498e-05,0,0.0021551724137931034
2000259N20273,2000,GORDON,N10,Savannah,Port,0.8628391640523928,0.9730863092467629,0,0.0021551724137931034
2000259N20273,2000,GORDON,N11,Charleston,Port,0.8569797093082626,0.9707254320657953,0,0.0021551724137931034
2000259N20273,2000,GORDON,N12,Corpus Christi,Port,0.0019643318686999225,2.115914023274599e-05,0,0.0021551724137931034
2000259N20273,2000,GORDON,N13,Baton Rouge,Warehouse,0.001784037558685446,1.782391416949614e-05,0,0.0021551724137931034
2000259N20273,2000,GORDON,N14,Charlotte,Warehouse,0.6069995623961304,0.7484411320283259,0,0.0021551724137931034
2000260N15308,2000,HELENE,N1,Houston,Port,0.005284679332906837,0.0003585090492019468,0,0.0021551724137931034
2000260N15308,2000,HELENE,N2,New Orleans,Port,0.012891696876766485,0.0012785480827413839,0,0.0021551724137931034
2000260N15308,2000,HELENE,N3,Miami,Market,0.0071864337188717485,0.0005551945067926468,0,0.0021551724137931034
2000260N15308,2000,HELENE,N4,Orlando,Warehouse,0.008722457900321163,0.0007316979246772019,0,0.0021551724137931034
2000260N15308,2000,HELENE,N5,Atlanta,Warehouse,0.5708522018887291,0.47007052037361013,0,0.0021551724137931034
2000260N15308,2000,HELENE,N6,Dallas,Supplier,0.004824414308644052,0.0003149557365295637,0,0.0021551724137931034
2000260N15308,2000,HELENE,N7,Tampa,Market,0.010989942490801572,0.0010176271352836284,0,0.0021551724137931034
2000260N15308,2000,HELENE,N8,Jacksonville,Port,0.012891696876766485,0.0012785480827413839,0,0.0021551724137931034
2000260N15308,2000,HELENE,N9,Mobile,Port,0.6546644577808911,0.5941948181148571,1,0.0021551724137931034
2000260N15308,2000,HELENE,N10,Savannah,Port,0.5366102316984306,0.42165714454001263,0,0.0021551724137931034
2000260N15308,2000,HELENE,N11,Charleston,Port,0.5729195084935724,0.4730471956001201,0,0.0021551724137931034
2000260N15308,2000,HELENE,N12,Corpus Christi,Port,0.005284679332906837,0.0003585090492019468,0,0.0021551724137931034
2000260N15308,2000,HELENE,N13,Baton Rouge,Warehouse,0.010624212286286074,0.0009695902029831505,0,0.0021551724137931034
2000260N15308,2000,HELENE,N14,Charlotte,Warehouse,0.5710462637497297,0.47034970610647026,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N1,Houston,Port,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N2,New Orleans,Port,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N3,Miami,Market,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N4,Orlando,Warehouse,0.0,5.542405215970189e-08,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N5,Atlanta,Warehouse,0.0,5.542405215970189e-08,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N6,Dallas,Supplier,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N7,Tampa,Market,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N8,Jacksonville,Port,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N9,Mobile,Port,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N10,Savannah,Port,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N11,Charleston,Port,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N12,Corpus Christi,Port,0.0018172198172198173,0.00023319792733574995,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N13,Baton Rouge,Warehouse,0.0,5.542405215970189e-08,0,0.0021551724137931034
2000266N12337,2000,ISAAC,N14,Charlotte,Warehouse,0.0,5.542405215970189e-08,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N1,Houston,Port,0.005247572860712261,0.0005928413643030823,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N2,New Orleans,Port,0.005247572860712261,0.0005928413643030823,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N3,Miami,Market,0.006926063179401676,0.0008727574078935535,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N4,Orlando,Warehouse,0.009299126326849629,0.0013167282914208094,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N5,Atlanta,Warehouse,0.009299126326849629,0.0013167282914208094,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N6,Dallas,Supplier,0.0017687485488739262,0.00013073978858418493,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N7,Tampa,Market,0.006926063179401676,0.0008727574078935535,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N8,Jacksonville,Port,0.005247572860712261,0.0005928413643030823,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N9,Mobile,Port,0.005247572860712261,0.0005928413643030823,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N10,Savannah,Port,0.005247572860712261,0.0005928413643030823,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N11,Charleston,Port,0.005247572860712261,0.0005928413643030823,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N12,Corpus Christi,Port,0.005247572860712261,0.0005928413643030823,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N13,Baton Rouge,Warehouse,0.009299126326849629,0.0013167282914208094,0,0.0021551724137931034
2000270N11330,2000,JOYCE,N14,Charlotte,Warehouse,0.009299126326849629,0.0013167282914208094,0,0.0021551724137931034
2000273N16277,2000,KEITH,N1,Houston,Port,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N2,New Orleans,Port,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N3,Miami,Market,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N4,Orlando,Warehouse,0.003810047488127968,0.0003350165860729667,0,0.0021551724137931034
2000273N16277,2000,KEITH,N5,Atlanta,Warehouse,0.003810047488127968,0.0003350165860729667,0,0.0021551724137931034
2000273N16277,2000,KEITH,N6,Dallas,Supplier,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N7,Tampa,Market,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N8,Jacksonville,Port,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N9,Mobile,Port,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N10,Savannah,Port,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N11,Charleston,Port,0.0,8.079392168008194e-09,0,0.0021551724137931034
2000273N16277,2000,KEITH,N12,Corpus Christi,Port,0.001905023744063984,0.00013679353630606443,0,0.0021551724137931034
2000273N16277,2000,KEITH,N13,Baton Rouge,Warehouse,0.005670887331877968,0.0005605907491413933,0,0.0021551724137931034
2000273N16277,2000,KEITH,N14,Charlotte,Warehouse,0.003810047488127968,0.0003350165860729667,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N1,Houston,Port,0.010663285187764687,0.0004351460674994903,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N2,New Orleans,Port,0.010663285187764687,0.0004351460674994903,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N3,Miami,Market,0.01476483747686228,0.0007817167152511259,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N4,Orlando,Warehouse,0.4186218200002973,0.43367329445775765,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N5,Atlanta,Warehouse,0.0034655945533902787,5.8228352672551704e-05,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N6,Dallas,Supplier,0.0034655945533902787,5.8228352672551704e-05,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N7,Tampa,Market,0.5564195290216198,0.6726674825488852,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N8,Jacksonville,Port,0.564622188363866,0.6855711370535603,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N9,Mobile,Port,0.014400046281907483,0.0007472336639562055,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N10,Savannah,Port,0.020131990566454424,0.001369273308050881,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N11,Charleston,Port,0.020131990566454424,0.001369273308050881,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N12,Corpus Christi,Port,0.010663285187764687,0.0004351460674994903,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N13,Baton Rouge,Warehouse,0.0034655945533902787,5.8228352672551704e-05,0,0.0021551724137931034
2000279N29279,2000,LESLIE,N14,Charlotte,Warehouse,0.0034655945533902787,5.8228352672551704e-05,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N1,Houston,Port,0.0075766375570702005,0.0009891914255117967,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N2,New Orleans,Port,0.0075766375570702005,0.0009891914255117967,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N3,Miami,Market,0.0076896117566127966,0.0010098326659964052,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N4,Orlando,Warehouse,0.015457069617625567,0.0026825009436275,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N5,Atlanta,Warehouse,0.015457069617625567,0.0026825009436275,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N6,Dallas,Supplier,0.005793784578620681,0.0006805144665923145,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N7,Tampa,Market,0.0076896117566127966,0.0010098326659964052,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N8,Jacksonville,Port,0.0075766375570702005,0.0009891914255117967,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N9,Mobile,Port,0.0075766375570702005,0.0009891914255117967,0,0.0021551724137931034
2000290N30289,2000,MICHAEL,N10,Savannah,Port,0.0075766375570702005,0.0009891914255117967,0,0.0021551724137931034
